,Name,ID Num,Item Slot,Armor,Strength,Agility,Stamina,Crit,Hit,Attack Power,Haste,Armor Pen,Expertise,Defense,Dodge,Parry,Socket Bonus Type,Socket Bonus Amount,Wep Type,Wep Min Damage,Wep Max Damage,Wep Speed,Phase,Heroic
187,Shard of the Crystal Forest,45821,Neck,0,42,0,94,0,42,0,0,0,0,41,43,0,Stamina,0,Non-Wep,0,0,0,2,False
188,Belt of the Singing Blade,45824,Waist,1321,87,0,124,60,49,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
189,Shieldwarder Girdle,45825,Waist,1321,57,0,127,0,56,0,0,0,0,49,60,0,Stamina,0,Non-Wep,0,0,0,2,False
190,Belt of the Ardent Marksman,45827,Waist,739,0,85,67,0,44,120,49,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
191,Belt of the Twilight Assassin,45829,Waist,333,0,84,84,0,49,124,0,0,57,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
192,Gauntlets of the Royal Watch,45834,Hands,1467,60,0,127,0,49,0,0,0,0,55,56,0,Stamina,0,Non-Wep,0,0,0,2,False
193,Gloves of Unerring Aim,45836,Hands,821,0,57,66,44,0,170,56,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
194,Gloves of the Blind Stalker,45838,Hands,369,0,85,84,49,0,120,57,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
195,Legplates of the Violet Champion,45841,Legs,2054,115,0,130,68,0,0,67,0,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,2,False
196,Wyrmguard Legplates,45842,Legs,2054,113,0,147,0,0,0,0,0,0,59,0,0,Stamina,6,Non-Wep,0,0,0,2,False
197,Leggings of the Tireless Sentry,45844,Legs,1150,0,60,90,75,59,196,0,0,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,2,False
198,Leggings of Wavering Shadow,45846,Legs,517,0,98,112,0,68,136,75,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,2,False
199,Aesir's Edge,45868,Two-Hand,0,113,0,141,81,0,0,0,64,0,0,0,0,Strength,6,Sword,670,"1,005",3.60,2,False
200,Fluxing Energy Coils,45869,Wrist,259,0,63,54,0,46,72,0,30,0,0,0,0,Agility,4,Non-Wep,0,0,0,2,False
201,Seal of Ulduar,45871,Finger,448,40,0,72,0,0,0,0,0,22,0,0,35,Parry Rating,4,Non-Wep,0,0,0,2,False
202,Winter's Frigid Embrace,45873,Back,155,0,60,51,43,0,92,29,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
203,Signet of Winter,45874,Finger,448,60,0,89,0,0,0,0,0,0,0,43,34,Stamina,0,Non-Wep,0,0,0,2,False
204,Shiver,45876,One-Hand,0,36,0,78,0,23,0,0,0,0,27,0,33,Hit Rating,4,Mace,200,372,1.60,2,False
205,Bitter Cold Armguards,45888,Wrist,1027,64,0,72,42,0,0,0,34,0,0,0,0,Strength,4,Non-Wep,0,0,0,2,False
206,Legacy of Thunder,45892,One-Hand,0,35,0,69,0,0,0,0,0,23,26,34,0,Stamina,0,Mace,194,361,1.70,2,False
207,Guise of the Midgard Serpent,45893,Head,475,0,101,77,60,0,146,0,0,53,0,0,0,Attack Power,32,Non-Wep,0,0,0,2,False
208,Belt of the Blood Pit,45895,Waist,731,0,53,67,0,0,158,41,36,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
209,Mjolnir Runestone,45931,Trinket,0,0,0,0,102,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
210,Ironbark Faceguard,45935,Head,1886,66,0,135,0,0,0,0,0,62,62,54,0,Stamina,12,Non-Wep,0,0,0,2,False
211,Tunic of the Limber Stalker,45940,Chest,585,0,106,114,63,61,120,0,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,2,False
212,Chestguard of the Lasher,45941,Chest,1299,0,76,93,0,48,212,60,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
213,Seed of Budding Carnage,45945,Neck,0,0,57,54,0,32,92,0,38,0,0,0,0,Hit Rating,4,Non-Wep,0,0,0,2,False
214,"Serilas, Blood Blade of Invar One-Arm",45947,One-Hand,0,0,52,34,0,32,72,0,0,26,0,0,0,Critical Strike Rating,4,Sword,325,605,2.60,2,False
215,Stylish Power Cape,45973,Back,155,68,0,67,35,0,0,0,43,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
216,Fused Alloy Legplates,45982,Legs,2054,113,0,129,60,76,0,0,0,0,0,0,0,Hit Rating,6,Non-Wep,0,0,0,2,False
217,Greaves of the Iron Army,45988,Feet,1614,55,0,102,0,0,0,0,0,43,50,0,57,Stamina,9,Non-Wep,0,0,0,2,False
218,Tempered Mercury Greaves,45989,Feet,903,0,57,66,38,48,138,0,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,2,False
219,Mimiron's Flight Goggles,45993,Head,480,0,97,90,60,0,164,66,0,0,0,0,0,Hit Rating,8,Non-Wep,0,0,0,2,False
220,Hoperender,45996,Two-Hand,0,0,106,86,0,62,138,0,78,0,0,0,0,Stamina,6,Polearm,594,892,3.50,2,False
221,Gauntlets of the Wretched,45997,Hands,1451,91,0,90,0,39,0,0,60,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
222,Choker of the Abyss,46008,Neck,0,0,60,51,46,0,54,43,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
223,Darkstone Ring,46010,Finger,0,68,0,67,40,40,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
224,Saronite Animus Cloak,46014,Back,155,43,0,88,0,35,0,0,0,0,46,0,29,Stamina,0,Non-Wep,0,0,0,2,False
225,Abaddon,46016,Two-Hand,0,106,0,159,0,62,0,0,76,0,0,0,0,Stamina,0,Sword,577,866,3.40,2,False
226,Leggings of the Insatiable,46019,Legs,1137,0,81,90,0,49,212,55,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
227,Royal Seal of King Llane,46021,Trinket,0,0,0,155,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
228,Pendant of a Thousand Maws,46022,Neck,0,67,0,68,43,35,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
229,Touch of Madness,46031,One-Hand,0,0,24,52,26,34,92,0,0,0,0,0,0,Stamina,0,Axe,297,552,2.60,2,False
230,Drape of the Faceless General,46032,Back,157,0,53,55,40,0,92,0,30,0,0,0,0,Agility,6,Non-Wep,0,0,0,2,False
231,Void Sabre,46036,One-Hand,0,0,52,51,20,36,72,0,0,0,0,0,0,Agility,4,Sword,187,349,1.50,2,False
232,Shoulderplates of the Celestial Watch,46037,Shoulder,1761,82,0,96,56,0,0,0,34,0,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,2,False
233,Dark Matter,46038,Trinket,0,0,0,0,0,0,222,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
234,Breastplate of the Timeless,46039,Chest,2348,81,0,147,0,0,0,0,0,66,81,0,50,Stamina,9,Non-Wep,0,0,0,2,False
235,Strength of the Heavens,46040,Neck,0,66,0,72,42,0,0,36,0,0,0,0,0,Hit Rating,4,Non-Wep,0,0,0,2,False
236,Starfall Girdle,46041,Waist,1321,82,0,96,40,0,0,0,0,56,0,0,0,Strength,6,Non-Wep,0,0,0,2,False
237,Gloves of the Endless Dark,46043,Hands,369,0,85,50,0,65,84,48,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,2,False
238,Band of Lights,46048,Finger,0,0,57,39,0,46,98,0,31,0,0,0,0,Agility,4,Non-Wep,0,0,0,2,False
239,Hammer of Crushing Whispers,46067,Two-Hand,0,120,0,138,82,66,0,0,0,0,0,0,0,Strength,6,Mace,670,"1,005",3.60,2,False
240,Soul-Devouring Cinch,46095,Waist,333,0,85,65,53,0,114,0,0,56,0,0,0,Attack Power,12,Non-Wep,0,0,0,2,False
241,Caress of Insanity,46097,One-Hand,0,0,40,42,0,0,104,25,0,34,0,0,0,Attack Power,8,Mace,338,628,2.70,2,False
242,Conqueror's Darkruned Battleplate,46111,Chest,2348,113,0,129,77,0,0,0,0,55,0,0,0,Critical Strike Rating,6,Non-Wep,0,0,0,2,False
243,Conqueror's Darkruned Gauntlets,46113,Hands,1467,90,0,102,42,56,0,0,0,0,0,0,0,Hit Rating,4,Non-Wep,0,0,0,2,False
244,Conqueror's Darkruned Helmet,46115,Head,1908,105,0,129,71,0,0,0,49,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,2,False
245,Conqueror's Darkruned Legplates,46116,Legs,2054,113,0,129,70,0,0,66,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,2,False
246,Conqueror's Darkruned Shoulderplates,46117,Shoulder,1761,90,0,102,0,41,0,56,0,0,0,0,0,Hit Rating,4,Non-Wep,0,0,0,2,False
247,Conqueror's Darkruned Chestguard,46118,Chest,2348,97,0,147,0,0,0,0,0,0,64,60,52,Parry Rating,6,Non-Wep,0,0,0,2,False
248,Conqueror's Darkruned Handguards,46119,Hands,1467,62,0,128,0,0,0,0,0,39,50,0,56,Dodge Rating,4,Non-Wep,0,0,0,2,False
249,Conqueror's Darkruned Faceguard,46120,Head,1908,86,0,147,0,41,0,0,0,0,70,57,0,Dodge Rating,8,Non-Wep,0,0,0,2,False
250,Conqueror's Darkruned Legguards,46121,Legs,2054,76,0,147,0,0,0,0,0,59,66,0,81,Stamina,9,Non-Wep,0,0,0,2,False
251,Conqueror's Darkruned Pauldrons,46122,Shoulder,1761,69,0,128,0,0,0,0,0,0,44,48,38,Dodge Rating,4,Non-Wep,0,0,0,2,False
252,Vanquished Clutches of Yogg-Saron,46312,Trinket,0,0,0,0,136,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
253,Drape of the Skyherald,46320,Back,157,55,0,95,42,32,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,2,False
254,Brann's Sealing Ring,46322,Finger,0,0,55,57,36,0,96,0,33,0,0,0,0,Agility,4,Non-Wep,0,0,0,2,False
255,Adamant Handguards,46340,Hands,1451,79,0,119,0,0,0,0,0,0,51,0,41,Stamina,0,Non-Wep,0,0,0,2,False
256,Fervor of the Protectorate,46343,Neck,336,46,0,89,0,0,0,0,0,30,0,0,59,Stamina,0,Non-Wep,0,0,0,2,False
257,Boots of Unsettled Prey,46346,Feet,893,0,57,63,46,0,158,0,41,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
258,Bloodcrush Cudgel,46351,One-Hand,0,0,46,39,47,0,74,0,0,25,0,0,0,Stamina,0,Mace,171,318,1.50,2,False
259,Furious Gladiator's Pendant of Sundering,46373,Neck,0,0,0,94,0,0,126,0,42,0,0,0,0,Stamina,0,Non-Wep,0,0,0,2,False
260,Relentless Gladiator's Pendant of Sundering,46374,Neck,0,0,0,114,0,0,151,0,50,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
261,Band of the Violent Temperment,46959,Finger,0,86,0,86,50,0,0,50,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
262,Breastplate of Cruel Intent,46960,Chest,1384,0,74,107,82,0,255,71,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,False
263,Boneshatter Armplates,46961,Wrist,1082,86,0,86,50,0,0,0,0,50,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
264,Chestplate of the Towering Monstrosity,46962,Chest,2473,103,0,180,0,0,0,0,0,69,90,74,0,Stamina,9,Non-Wep,0,0,0,3,False
265,Breastplate of Cruel Intent,46965,Chest,1448,0,86,121,86,0,274,80,0,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,True
266,Band of the Violent Temperment,46966,Finger,0,89,0,97,57,0,0,49,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
267,Boneshatter Armplates,46967,Wrist,1132,89,0,97,49,0,0,0,0,57,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
268,Chestplate of the Towering Monstrosity,46968,Chest,2588,116,0,182,0,0,0,0,0,78,102,86,0,Stamina,12,Non-Wep,0,0,0,3,True
269,Drape of the Untamed Predator,46970,Back,166,0,76,76,50,0,101,50,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
270,Drape of the Untamed Predator,46971,Back,173,0,77,85,57,0,98,57,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
271,Leggings of the Broken Beast,46974,Legs,545,0,128,136,0,74,165,90,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,False
272,Leggings of the Broken Beast,46975,Legs,570,0,137,153,0,86,172,102,0,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,True
273,Lionhead Slasher,46996,One-Hand,0,0,58,58,39,0,78,0,39,0,0,0,0,Stamina,0,Axe,206,384,1.50,3,False
274,Dawnbreaker Greaves,46997,Feet,1700,101,0,139,0,0,0,0,0,0,53,45,53,Stamina,6,Non-Wep,0,0,0,3,False
275,Bloodbath Belt,46999,Waist,1391,107,0,115,59,0,0,0,0,67,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
276,Cuirass of Calamitous Fate,47000,Chest,623,0,120,136,90,0,149,90,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,False
277,Lionhead Slasher,47001,One-Hand,0,0,66,66,36,0,72,0,44,0,0,0,0,Agility,4,Axe,227,423,1.50,3,True
278,Bloodbath Belt,47002,Waist,1455,114,0,129,68,0,0,0,0,68,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
279,Dawnbreaker Greaves,47003,Feet,1779,114,0,146,0,0,0,0,0,0,60,52,52,Stamina,9,Non-Wep,0,0,0,3,True
280,Cuirass of Calamitous Fate,47004,Chest,652,0,137,153,86,0,172,102,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,True
281,Pride of the Eredar,47042,Back,166,58,0,114,0,0,0,0,0,38,50,50,0,Stamina,0,Non-Wep,0,0,0,3,False
282,Charge of the Demon Lord,47043,Neck,0,0,76,76,54,0,101,44,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
283,Legguards of Feverish Dedication,47052,Legs,2164,103,0,180,0,0,0,0,0,69,90,0,74,Stamina,9,Non-Wep,0,0,0,3,False
284,Charge of the Demon Lord,47060,Neck,0,0,77,85,61,0,98,50,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
285,Legguards of Feverish Dedication,47061,Legs,2264,116,0,194,0,0,0,0,0,78,94,0,86,Stamina,12,Non-Wep,0,0,0,3,True
286,Pride of the Eredar,47063,Back,173,65,0,116,0,0,0,0,0,43,57,49,0,Stamina,6,Non-Wep,0,0,0,3,True
287,Justicebringer,47069,Two-Hand,0,147,0,155,90,0,0,0,82,0,0,0,0,Strength,4,Axe,736,"1,105",3.60,3,False
288,Ring of Callous Aggression,47070,Finger,0,0,76,76,54,0,101,44,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
289,Treads of the Icewalker,47071,Feet,428,0,93,101,0,67,135,0,59,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
290,Girdle of Bloodied Scars,47072,Waist,1391,101,0,139,0,0,0,0,0,0,53,45,53,Stamina,6,Non-Wep,0,0,0,3,False
291,Bracers of the Untold Massacre,47073,Wrist,605,0,76,40,50,0,101,0,40,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
292,Bracers of the Untold Massacre,47074,Wrist,633,0,77,45,49,0,114,0,45,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
293,Ring of Callous Aggression,47075,Finger,0,0,77,85,61,0,98,50,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
294,Girdle of Bloodied Scars,47076,Waist,1455,114,0,146,0,0,0,0,0,0,60,44,60,Stamina,9,Non-Wep,0,0,0,3,True
295,Treads of the Icewalker,47077,Feet,448,0,98,114,0,76,135,0,68,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
296,Justicebringer,47078,Two-Hand,0,158,0,174,94,0,0,0,94,0,0,0,0,Strength,6,Axe,811,"1,217",3.60,3,True
297,Satrina's Impeding Scarab,47080,Trinket,0,0,0,192,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
298,Chestplate of the Frostborn Hero,47082,Chest,2473,139,0,155,0,74,0,90,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
299,Chestplate of the Frostborn Hero,47086,Chest,2588,158,0,174,0,86,0,102,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,True
300,Satrina's Impeding Scarab,47088,Trinket,0,0,0,216,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,True
301,The Executioner's Malice,47105,Neck,0,86,0,86,50,50,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
302,Sabatons of Ruthless Judgment,47106,Feet,951,0,93,80,0,53,119,0,67,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
303,Belt of the Merciless Killer,47107,Waist,350,0,93,101,0,59,135,67,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
304,Bracers of the Shieldmaiden,47108,Wrist,1082,58,0,114,0,0,0,0,0,38,50,0,50,Stamina,0,Non-Wep,0,0,0,3,False
305,Sabatons of Ruthless Judgment,47109,Feet,995,0,98,90,0,60,135,0,68,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
306,The Executioner's Malice,47110,Neck,0,89,0,97,57,49,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
307,Bracers of the Shieldmaiden,47111,Wrist,1132,65,0,116,0,0,0,0,0,43,57,0,49,Stamina,6,Non-Wep,0,0,0,3,True
308,Belt of the Merciless Killer,47112,Waist,367,0,98,114,0,68,135,76,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
309,Death's Verdict,47115,Trinket,0,0,0,0,0,0,256,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
310,The Arbiter's Muse,47116,Neck,546,76,0,114,0,0,0,0,0,0,40,40,0,Stamina,0,Non-Wep,0,0,0,3,False
311,Legguards of Ascension,47121,Legs,2164,139,0,155,90,0,0,74,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
312,Death's Verdict,47131,Trinket,0,0,0,0,0,0,288,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,True
313,Legguards of Ascension,47132,Legs,2264,150,0,174,94,0,0,86,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,3,True
314,The Arbiter's Muse,47133,Neck,616,85,0,116,0,0,0,0,0,0,45,37,0,Stamina,6,Non-Wep,0,0,0,3,True
315,Stormpike Cleaver,47148,One-Hand,0,0,58,58,0,39,78,39,0,0,0,0,0,Stamina,0,Axe,357,665,2.60,3,False
316,Signet of the Traitor King,47149,Finger,0,76,0,114,0,0,0,0,0,0,40,40,40,Stamina,0,Non-Wep,0,0,0,3,False
317,Greaves of the 7th Legion,47150,Feet,1700,107,0,115,67,0,0,0,0,59,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
318,Bracers of Dark Determination,47151,Wrist,272,0,76,76,50,50,101,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
319,Belt of Deathly Dominion,47152,Waist,778,0,93,80,0,53,119,0,67,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
320,Belt of Deathly Dominion,47153,Waist,814,0,98,90,0,60,135,0,68,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
321,Greaves of the 7th Legion,47154,Feet,1779,114,0,130,76,0,0,0,0,60,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
322,Bracers of Dark Determination,47155,Wrist,285,0,69,85,57,49,98,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,True
323,Stormpike Cleaver,47156,One-Hand,0,0,58,66,0,44,72,44,0,0,0,0,0,Agility,4,Axe,394,732,2.60,3,True
324,Signet of the Traitor King,47157,Finger,0,85,0,116,0,0,0,0,0,0,45,37,45,Stamina,6,Non-Wep,0,0,0,3,True
325,Strength of the Nerub,47183,Back,166,86,0,86,54,44,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
326,Legguards of the Lurking Threat,47184,Legs,1211,0,120,71,82,0,165,0,71,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,False
327,Legguards of the Lurking Threat,47191,Legs,1267,0,129,80,94,0,172,0,80,0,0,0,0,Agility,8,Non-Wep,0,0,0,3,True
328,Strength of the Nerub,47192,Back,173,89,0,97,53,50,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
329,Archon Glaive,47233,Two-Hand,0,0,128,136,90,0,165,0,90,0,0,0,0,Attack Power,8,Polearm,715,"1,074",3.50,3,False
330,Gloves of Bitter Reprisal,47234,Hands,1545,107,0,115,67,0,0,0,59,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
331,Archon Glaive,47239,Two-Hand,0,0,137,153,102,0,188,0,94,0,0,0,0,Attack Power,12,Polearm,788,"1,183",3.50,3,True
332,Gloves of Bitter Reprisal,47240,Hands,1617,114,0,130,76,0,0,0,60,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
333,Cuirass of Cruel Intent,47251,Chest,1384,0,74,107,82,0,255,71,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,False
334,Ring of the Violent Temperament,47252,Finger,0,86,0,86,50,0,0,50,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
335,Boneshatter Vambraces,47253,Wrist,1082,86,0,86,50,0,0,0,0,50,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
336,Hauberk of the Towering Monstrosity,47254,Chest,2473,103,0,180,0,0,0,0,0,69,90,74,0,Stamina,9,Non-Wep,0,0,0,3,False
337,Cloak of the Untamed Predator,47257,Back,166,0,76,76,50,0,101,50,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
338,Legwraps of the Broken Beast,47259,Legs,545,0,128,136,0,74,165,90,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,False
339,Blood Fury,47266,One-Hand,0,0,58,58,39,0,78,0,39,0,0,0,0,Stamina,0,Axe,206,384,1.50,3,False
340,Bloodbath Girdle,47268,Waist,1391,107,0,115,59,0,0,0,0,67,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
341,Dawnbreaker Sabatons,47269,Feet,1700,101,0,139,0,0,0,0,0,0,53,45,53,Stamina,6,Non-Wep,0,0,0,3,False
342,Vest of Calamitous Fate,47270,Chest,623,0,120,136,90,0,149,90,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,3,False
343,Charge of the Eredar,47272,Neck,0,0,76,76,54,0,101,44,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
344,Legplates of Feverish Dedication,47273,Legs,2164,103,0,180,0,0,0,0,0,69,90,0,74,Stamina,9,Non-Wep,0,0,0,3,False
345,Pride of the Demon Lord,47275,Back,166,58,0,114,0,0,0,0,0,38,50,50,0,Stamina,0,Non-Wep,0,0,0,3,False
346,Bracers of the Silent Massacre,47281,Wrist,605,0,76,40,50,0,101,0,40,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
347,Band of Callous Aggression,47282,Finger,0,0,76,76,54,0,101,44,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
348,Belt of Bloodied Scars,47283,Waist,1391,101,0,139,0,0,0,0,0,0,53,45,53,Stamina,6,Non-Wep,0,0,0,3,False
349,Icewalker Treads,47284,Feet,428,0,93,101,0,67,135,0,59,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
350,Dual-blade Butcher,47285,Two-Hand,0,147,0,155,90,0,0,0,82,0,0,0,0,Strength,4,Axe,736,"1,105",3.60,3,False
351,Chestplate of the Frostwolf Hero,47288,Chest,2473,139,0,155,0,74,0,90,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
352,Juggernaut's Vitality,47290,Trinket,0,0,0,192,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
353,Greaves of Ruthless Judgment,47296,Feet,951,0,93,80,0,53,119,0,67,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
354,The Executioner's Vice,47297,Neck,0,86,0,86,50,50,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
355,Armguards of the Shieldmaiden,47298,Wrist,1082,58,0,114,0,0,0,0,0,38,50,0,50,Stamina,0,Non-Wep,0,0,0,3,False
356,Belt of the Pitiless Killer,47299,Waist,350,0,93,101,0,59,135,67,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
357,Death's Choice,47303,Trinket,0,0,0,0,0,0,256,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
358,Legplates of Ascension,47304,Legs,2164,139,0,155,90,0,0,74,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,3,False
359,Legionnaire's Gorget,47305,Neck,546,76,0,114,0,0,0,0,0,0,40,40,0,Stamina,0,Non-Wep,0,0,0,3,False
360,Waistguard of Deathly Dominion,47311,Waist,778,0,93,80,0,53,119,0,67,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,False
361,Greaves of the Saronite Citadel,47312,Feet,1700,107,0,115,67,0,0,0,0,59,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
362,Armbands of Dark Determination,47313,Wrist,272,0,76,76,50,50,101,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
363,Hellscream Slicer,47314,One-Hand,0,0,58,58,0,39,78,39,0,0,0,0,0,Stamina,0,Axe,357,665,2.60,3,False
364,Band of the Traitor King,47315,Finger,0,76,0,114,0,0,0,0,0,0,40,40,40,Stamina,0,Non-Wep,0,0,0,3,False
365,Leggings of the Lurking Threat,47319,Legs,1211,0,120,71,82,0,165,0,71,0,0,0,0,Agility,6,Non-Wep,0,0,0,3,False
366,Might of the Nerub,47320,Back,166,86,0,86,54,44,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,3,False
367,Hellion Glaive,47329,Two-Hand,0,0,128,136,90,0,165,0,90,0,0,0,0,Attack Power,8,Polearm,715,"1,074",3.50,3,False
368,Gauntlets of Bitter Reprisal,47330,Hands,1545,107,0,115,67,0,0,0,59,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,False
369,Cuirass of Cruel Intent,47412,Chest,1448,0,86,121,86,0,274,80,0,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,True
370,Ring of the Violent Temperament,47413,Finger,0,89,0,97,57,0,0,49,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
371,Boneshatter Vambraces,47414,Wrist,1132,89,0,97,49,0,0,0,0,57,0,0,0,Strength,4,Non-Wep,0,0,0,3,True
372,Hauberk of the Towering Monstrosity,47415,Chest,2588,116,0,182,0,0,0,0,0,78,102,86,0,Stamina,12,Non-Wep,0,0,0,3,True
373,Cloak of the Untamed Predator,47418,Back,173,0,77,85,57,0,98,57,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,3,True
374,Legwraps of the Broken Beast,47420,Legs,570,0,137,153,0,86,172,102,0,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,3,True
375,Blood Fury,47427,One-Hand,0,0,66,66,36,0,72,0,44,0,0,0,0,Agility,4,Axe,227,423,1.50,3,True
376,Bloodbath Girdle,47429,Waist,1455,114,0,129,68,0,0,0,0,68,0,0,0,Strength,6,Non-Wep,0,0,0,3,True
377,Dawnbreaker Sabatons,47430,Feet,1779,114,0,146,0,0,0,0,0,0,60,52,52,Stamina,9,Non-Wep,0,0,0,3,True
